#GTAfanattic's water.dat v2.1 (Edited by Dingleman) - SA:LC mod - 03/07/2010
processed  
# MAIN OCEAN
  432  2998  06 0 0 0.4 0    136  2998  06 0 0 0.4 0    432 -2998  06 0 0 0.4 0    136 -2998  06 0 0 0.4 0  3
  136  2998  06 0 0 0.4 0   -178  2998  06 0 0 0.4 0    136    72  06 0 0 0.4 0   -178    72  06 0 0 0.4 0  3
 -156    72  06 0 0 0.4 0   -178    72  06 0 0 0.4 0   -156  -256  06 0 0 0.4 0   -178  -256  06 0 0 0.4 0  3
  136  -256  06 0 0 0.4 0   -178  -256  06 0 0 0.4 0    136 -1554  06 0 0 0.4 0   -178 -1554  06 0 0 0.4 0  3
  136 -1554  06 0 0 0.4 0    -80 -1554  06 0 0 0.4 0    136 -1686  06 0 0 0.4 0    -80 -1686  06 0 0 0.4 0  3
  136 -1686  06 0 0 0.4 0   -178 -1686  06 0 0 0.4 0    136 -2998  06 0 0 0.4 0   -178 -2998  06 0 0 0.4 0  3
 -178 -1554  06 0 0 0.4 0   -178 -1554  06 0 0 0.4 0   -178 -1686  06 0 0 0.4 0   -178 -1686  06 0 0 0.4 0  3
 -178  2998  06 0 0 0.4 0   -894  2998  06 0 0 0.4 0   -178  -420  06 0 0 0.4 0   -894  -420  06 0 0 0.4 0  3
 -178  -420  06 0 0 0.4 0   -860  -420  06 0 0 0.4 0   -178  -658  06 0 0 0.4 0   -860  -658  06 0 0 0.4 0  3
 -178  -658  06 0 0 0.4 0   -894  -658  06 0 0 0.4 0   -178 -2998  06 0 0 0.4 0   -894 -2998  06 0 0 0.4 0  3
 -894  2998  06 0 0 0.4 0  -2998  2998  06 0 0 0.4 0   -894    92  06 0 0 0.4 0  -2998    92  06 0 0 0.4 0  3
-1066    92  06 0 0 0.4 0  -2998    92  06 0 0 0.4 0  -1066     8  06 0 0 0.4 0  -2998     8  06 0 0 0.4 0  3
 -894    92  06 0 0 0.4 0   -924    92  06 0 0 0.4 0   -894     8  06 0 0 0.4 0   -924     8  06 0 0 0.4 0  3
 -894     8  06 0 0 0.4 0  -2998     8  06 0 0 0.4 0   -894  -422  06 0 0 0.4 0  -2998  -422  06 0 0 0.4 0  3
-1106  -422  06 0 0 0.4 0  -2998  -422  06 0 0 0.4 0  -1106 -2998  06 0 0 0.4 0  -2998 -2998  06 0 0 0.4 0  3
 -894  -658  06 0 0 0.4 0   -916  -658  06 0 0 0.4 0   -894 -2998  06 0 0 0.4 0   -916 -2998  06 0 0 0.4 0  3
-1062  -422  06 0 0 0.4 0  -1106  -422  06 0 0 0.4 0  -1062  -658  06 0 0 0.4 0  -1106  -658  06 0 0 0.4 0  3
 -916  -812  06 0 0 0.4 0  -1106  -812  06 0 0 0.4 0   -916 -2998  06 0 0 0.4 0  -1106 -2998  06 0 0 0.4 0  3
 -894  -422  06 0 0 0.4 0  -1062  -422  06 0 0 0.4 0   -894  -420  06 0 0 0.4 0  -1062  -420  06 0 0 0.4 0  3
 2998  -634  06 0 0 0.4 0    432  -634  06 0 0 0.4 0   2998 -2998  06 0 0 0.4 0    432 -2998  06 0 0 0.4 0  3
  662  2998  06 0 0 0.4 0    432  2998  06 0 0 0.4 0    662   192  06 0 0 0.4 0    432   192  06 0 0 0.4 0  3 
 2998  2998  06 0 0 0.4 0    662  2998  06 0 0 0.4 0   2998   112  06 0 0 0.4 0    662   112  06 0 0 0.4 0  3 #
 2998   112  06 0 0 0.4 0    928   112  06 0 0 0.4 0   2998    -4  06 0 0 0.4 0    928    -4  06 0 0 0.4 0  3 #
 2998    -4  06 0 0 0.4 0    890    -4  06 0 0 0.4 0   2998  -230  06 0 0 0.4 0    890  -230  06 0 0 0.4 0  3
 2998  -230  06 0 0 0.4 0    666  -230  06 0 0 0.4 0   2998  -634  06 0 0 0.4 0    666  -634  06 0 0 0.4 0  3
  928   112  06 0 0 0.4 0    892   112  06 0 0 0.4 0    928    70  06 0 0 0.4 0    892    70  06 0 0 0.4 0  3

# DAM WATER
-1244   976  69 0 0 0.4 0  -1696   976  69 0 0 0.4 0  -1244   512  69 0 0 0.4 0  -1696   512  69 0 0 0.4 0  1
-1486   512  69 0 0 0.4 0  -1670   512  69 0 0 0.4 0  -1486   470  69 0 0 0.4 0  -1670   470  69 0 0 0.4 0  1
-1544   470  69 0 0 0.4 0  -1650   470  69 0 0 0.4 0  -1544   428  69 0 0 0.4 0  -1650   428  69 0 0 0.4 0  1
-1578   428  69 0 0 0.4 0  -1650   428  69 0 0 0.4 0  -1578   298  69 0 0 0.4 0  -1650   298  69 0 0 0.4 0  1
-1138   918  69 0 0 0.4 0  -1244   918  69 0 0 0.4 0  -1138   754  69 0 0 0.4 0  -1244   754  69 0 0 0.4 0  1
-1544   450  69 0 0 0.4 0  -1524   450  69 0 0 0.4 0  -1544   470  69 0 0 0.4 0  -1524   470  69 0 0 0.4 0  1
-1578   408  69 0 0 0.4 0  -1558   408  69 0 0 0.4 0  -1578   428  69 0 0 0.4 0  -1558   428  69 0 0 0.4 0  1
-1486   492  69 0 0 0.4 0  -1466   492  69 0 0 0.4 0  -1486   512  69 0 0 0.4 0  -1466   512  69 0 0 0.4 0  1

# OTHER PIECES OF WATER
  -55 -1102 26.92 3 3 0 0   -132 -1102  26.92 3 3 0 0    -55 -1149  26.92 3 3 0 0   -132 -1149  26.92 3 3 0 0  2
 -240  -597  30 3 3 0 0   -326  -597  30 3 3 0 0   -240  -676  30 3 3 0 0   -326  -676  30 3 3 0 0  2
 -672  1036 132 0 0 0 0   -752  1036 132 0 0 0 0   -672   926 132 0 0 0 0   -752   926 132 0 0 0 0  0
